state,record_month,record_year,daily_time,temp_2m_avg,relative_humidity_2m_avg,rain_sum,snowfall_sum
PR,July,2019,2019-07-16 00:00:00,37.596775,82.53226,4.531,7.2209997
PR,July,2020,2020-07-16 00:00:00,37.16129,84.30645,6.635,11.217
PR,June,2017,2017-06-15 12:00:00,37.42167,81.316666,2.303,6.503
PR,June,2018,2018-06-15 12:00:00,43.555,82.833336,2.716,10.886
PR,June,2019,2019-06-15 12:00:00,38.92,83.9,2.282,10.941
PR,June,2020,2020-06-15 12:00:00,40.688335,84.1,4.104,8.903
PR,March,2017,2017-03-16 00:00:00,50.064518,79.645164,2.989,10.774
PR,March,2018,2018-03-16 00:00:00,50.32903,79.5,2.882,14.003
PR,March,2019,2019-03-16 00:00:00,50.364517,79.6129,3.71,14.690001
PR,March,2020,2020-03-16 00:00:00,50.174194,83.90323,4.472,21.329
PR,May,2017,2017-05-16 00:00:00,47.78387,79.80645,3.829,14.498
PR,May,2018,2018-05-16 00:00:00,48.96613,78.741936,2.1200001,26.485
PR,May,2019,2019-05-16 00:00:00,43.232258,84.72581,4.7,16.041
PR,May,2020,2020-05-16 00:00:00,48.603226,81.435486,1.8610001,14.469
PR,November,2017,2017-11-15 12:00:00,50.14,88.23333,4.046,17.722
PR,November,2018,2018-11-15 12:00:00,48.126667,87.86667,4.18,10.062
PR,November,2019,2019-11-15 12:00:00,48.896667,86.6,5.092,7.717
PR,November,2020,2020-11-15 12:00:00,48.255,87.53333,4.504,13.863
PR,October,2017,2017-10-16 00:00:00,44.29355,86.145164,5.543,8.104
PR,October,2018,2018-10-16 00:00:00,41.870968,84.98387,4.676,12.87
PR,October,2019,2019-10-16 00:00:00,46.324196,86.09677,3.346,12.266
PR,October,2020,2020-10-16 00:00:00,43.94355,84.98387,5.994,13.364
PR,September,2017,2017-09-15 12:00:00,39.52333,85.0,16.483,10.143
PR,September,2018,2018-09-15 12:00:00,39.39,84.4,4.3199997,6.423
PR,September,2019,2019-09-15 12:00:00,39.373333,83.816666,6.273,11.218
PR,September,2020,2020-09-15 12:00:00,41.613335,85.45,5.973,10.858
PW,April,2017,2017-04-15 12:00:00,80.776665,83.23333,5.219,0.0
PW,April,2018,2018-04-15 12:00:00,80.66333,82.86667,7.2990003,0.0
PW,April,2019,2019-04-15 12:00:00,80.403336,83.73333,6.828,0.0
PW,April,2020,2020-04-15 12:00:00,80.59334,84.333336,11.011,0.0
PW,August,2017,2017-08-16 00:00:00,80.12258,87.0,11.171,0.0
PW,August,2018,2018-08-16 00:00:00,79.81613,86.80645,12.351,0.0
PW,August,2019,2019-08-16 00:00:00,80.18387,86.03226,11.754,0.0
PW,August,2020,2020-08-16 00:00:00,80.10967,87.064514,14.63,0.0
PW,December,2017,2017-12-16 00:00:00,80.019356,87.064514,19.65,0.0
PW,December,2018,2018-12-16 00:00:00,80.76451,85.09677,8.793,0.0
PW,December,2019,2019-12-16 00:00:00,80.42903,83.451614,8.707,0.0
PW,December,2020,2020-12-16 00:00:00,79.84516,87.19355,17.582,0.0
PW,February,2017,2017-02-14 12:00:00,79.89643,86.14286,14.315001,0.0
PW,February,2018,2018-02-14 12:00:00,80.08571,84.07143,13.021,0.0
PW,February,2019,2019-02-14 12:00:00,79.30357,80.57143,3.304,0.0
PW,February,2020,2020-02-15 00:00:00,80.06207,81.413795,10.99,0.0
PW,January,2017,2017-01-16 00:00:00,79.97419,85.741936,12.953,0.0
PW,January,2018,2018-01-16 00:00:00,79.75162,85.3871,16.981,0.0
PW,January,2019,2019-01-16 00:00:00,79.616135,84.51613,12.144,0.0
PW,January,2020,2020-01-16 00:00:00,80.50323,80.67742,3.698,0.0
PW,July,2017,2017-07-16 00:00:00,79.3871,88.70968,25.542,0.0
PW,July,2018,2018-07-16 00:00:00,79.6258,88.41936,26.882,0.0
PW,July,2019,2019-07-16 00:00:00,79.535484,87.741936,15.21,0.0
PW,July,2020,2020-07-16 00:00:00,80.0871,87.129036,11.634,0.0
PW,June,2017,2017-06-15 12:00:00,79.88333,87.333336,14.087999,0.0
PW,June,2018,2018-06-15 12:00:00,79.86,87.9,17.06,0.0
PW,June,2019,2019-06-15 12:00:00,80.18667,88.96667,14.181,0.0
PW,June,2020,2020-06-15 12:00:00,79.94666,88.066666,15.437,0.0
PW,March,2017,2017-03-16 00:00:00,79.63548,84.19355,12.258,0.0
PW,March,2018,2018-03-16 00:00:00,80.89033,78.70968,4.916,0.0
PW,March,2019,2019-03-16 00:00:00,79.3871,82.41936,10.352,0.0
PW,March,2020,2020-03-16 00:00:00,80.6129,80.67742,4.728,0.0
PW,May,2017,2017-05-16 00:00:00,80.45484,87.22581,17.069,0.0
PW,May,2018,2018-05-16 00:00:00,80.645164,85.935486,11.775,0.0
PW,May,2019,2019-05-16 00:00:00,80.7,85.354836,9.434999,0.0
PW,May,2020,2020-05-16 00:00:00,80.880646,87.548386,15.645,0.0
PW,November,2017,2017-11-15 12:00:00,80.65666,85.46667,14.223,0.0
PW,November,2018,2018-11-15 12:00:00,80.42667,84.933334,10.562,0.0
PW,November,2019,2019-11-15 12:00:00,80.15666,87.4,11.141,0.0
PW,November,2020,2020-11-15 12:00:00,80.689995,85.5,12.767,0.0
PW,October,2017,2017-10-16 00:00:00,80.66774,85.70968,16.064,0.0
PW,October,2018,2018-10-16 00:00:00,80.422585,85.354836,11.511,0.0
PW,October,2019,2019-10-16 00:00:00,80.1258,86.67742,14.025,0.0
PW,October,2020,2020-10-16 00:00:00,79.9871,88.03226,17.022,0.0
PW,September,2017,2017-09-15 12:00:00,80.35,86.333336,15.898,0.0
PW,September,2018,2018-09-15 12:00:00,80.12333,84.9,10.125,0.0
PW,September,2019,2019-09-15 12:00:00,80.293335,84.0,8.031,0.0
PW,September,2020,2020-09-15 12:00:00,80.90666,85.63333,8.743,0.0
RI,April,2017,2017-04-15 12:00:00,50.89,76.23333,4.041,0.028
RI,April,2018,2018-04-15 12:00:00,44.34333,72.433334,4.555,3.556
RI,April,2019,2019-04-15 12:00:00,49.22667,75.433334,7.2400002,0.0
RI,April,2020,2020-04-15 12:00:00,44.463333,72.4,6.194,0.772
RI,August,2017,2017-08-16 00:00:00,70.44839,78.58064,1.855,0.0
RI,August,2018,2018-08-16 00:00:00,74.94839,83.80645,5.902,0.0
RI,August,2019,2019-08-16 00:00:00,72.258064,77.51613,3.307,0.0
RI,August,2020,2020-08-16 00:00:00,73.94839,76.935486,2.779,0.0
RI,December,2017,2017-12-16 00:00:00,31.051615,68.29032,1.6300001,6.285
RI,December,2018,2018-12-16 00:00:00,35.435482,73.741936,5.545,0.633
RI,December,2019,2019-12-16 00:00:00,35.116127,77.09677,8.043,10.004
RI,December,2020,2020-12-16 00:00:00,36.574196,76.129036,6.65,11.381
RI,February,2017,2017-02-14 12:00:00,35.12143,73.46429,0.607,11.657001
RI,February,2018,2018-02-14 12:00:00,38.217857,76.64286,4.876,5.43
RI,February,2019,2019-02-14 12:00:00,31.785715,67.35714,2.7549999,7.689
RI,February,2020,2020-02-15 00:00:00,35.303448,72.586205,3.8109999,0.275
RI,January,2017,2017-01-16 00:00:00,34.590324,75.258064,2.72,6.421
RI,January,2018,2018-01-16 00:00:00,28.17742,71.09677,3.607,13.3949995
RI,January,2019,2019-01-16 00:00:00,29.912903,66.77419,4.9760003,1.9300001
RI,January,2020,2020-01-16 00:00:00,35.264515,71.935486,1.424,2.591
RI,July,2017,2017-07-16 00:00:00,71.36452,80.645164,3.584,0.0
RI,July,2018,2018-07-16 00:00:00,73.6129,79.741936,4.1879997,0.0
RI,July,2019,2019-07-16 00:00:00,75.203224,78.22581,4.456,0.0
RI,July,2020,2020-07-16 00:00:00,75.716125,77.935486,2.552,0.0
RI,June,2017,2017-06-15 12:00:00,66.85333,77.46667,3.481,0.0
RI,June,2018,2018-06-15 12:00:00,66.17,77.166664,2.2519999,0.0
RI,June,2019,2019-06-15 12:00:00,66.206665,79.166664,7.282,0.0
RI,June,2020,2020-06-15 12:00:00,68.32333,75.96667,2.173,0.0
RI,March,2017,2017-03-16 00:00:00,33.87742,62.51613,2.72,9.344
RI,March,2018,2018-03-16 00:00:00,36.093548,71.064514,3.574,25.74
RI,March,2019,2019-03-16 00:00:00,35.835484,70.3871,2.415,11.354
RI,March,2020,2020-03-16 00:00:00,42.43871,69.32258,4.139,1.3510001
RI,May,2017,2017-05-16 00:00:00,56.274193,77.96774,7.006,0.0
RI,May,2018,2018-05-16 00:00:00,60.929035,78.354836,2.33,0.0
RI,May,2019,2019-05-16 00:00:00,56.103226,78.064514,4.801,0.0
RI,May,2020,2020-05-16 00:00:00,55.890324,71.48387,3.58,0.028
RI,November,2017,2017-11-15 12:00:00,44.236668,73.9,2.924,0.0
RI,November,2018,2018-11-15 12:00:00,41.806664,74.76667,8.096,5.2920003
RI,November,2019,2019-11-15 12:00:00,40.90333,72.03333,3.384,0.413
RI,November,2020,2020-11-15 12:00:00,48.65333,76.7,6.0559998,0.0
RI,October,2017,2017-10-16 00:00:00,60.587093,79.354836,6.524,0.0
RI,October,2018,2018-10-16 00:00:00,54.096775,78.58064,5.162,0.0
RI,October,2019,2019-10-16 00:00:00,56.1,80.32258,7.119,0.0
RI,October,2020,2020-10-16 00:00:00,55.95806,80.32258,5.921,2.012
RI,September,2017,2017-09-15 12:00:00,66.34333,81.63333,4.499,0.0
RI,September,2018,2018-09-15 12:00:00,67.136665,84.666664,6.0629997,0.0
RI,September,2019,2019-09-15 12:00:00,65.50667,76.63333,2.3899999,0.0
RI,September,2020,2020-09-15 12:00:00,65.84334,75.76667,1.734,0.0
SC,April,2017,2017-04-15 12:00:00,67.043335,69.4,5.82,0.0
SC,April,2018,2018-04-15 12:00:00,61.993336,58.066666,5.29,0.0
SC,April,2019,2019-04-15 12:00:00,65.88,61.7,4.046,0.0
SC,April,2020,2020-04-15 12:00:00,63.173332,62.233334,6.457,0.0
SC,August,2017,2017-08-16 00:00:00,80.129036,69.51613,5.2720003,0.0
SC,August,2018,2018-08-16 00:00:00,80.33548,71.90323,2.897,0.0
SC,August,2019,2019-08-16 00:00:00,80.687096,71.129036,2.839,0.0
SC,August,2020,2020-08-16 00:00:00,79.58064,79.03226,5.679,0.0
SC,December,2017,2017-12-16 00:00:00,48.203228,69.32258,5.1289997,0.0
SC,December,2018,2018-12-16 00:00:00,49.048386,80.354836,7.921,0.0
SC,December,2019,2019-12-16 00:00:00,50.867744,72.41936,7.602,0.0
SC,December,2020,2020-12-16 00:00:00,46.164516,72.645164,3.587,0.0
SC,February,2017,2017-02-14 12:00:00,55.524998,66.39286,1.406,0.0
SC,February,2018,2018-02-14 12:00:00,57.760715,75.64286,2.5830002,0.0
SC,February,2019,2019-02-14 12:00:00,53.31071,73.10714,2.037,0.0
SC,February,2020,2020-02-15 00:00:00,51.068966,73.86207,6.357,0.0
SC,January,2017,2017-01-16 00:00:00,51.99355,74.70968,5.179,0.22
SC,January,2018,2018-01-16 00:00:00,41.445164,59.451614,2.626,0.38599998
SC,January,2019,2019-01-16 00:00:00,46.674194,72.0,5.044,0.0
SC,January,2020,2020-01-16 00:00:00,50.677418,70.83871,3.745,0.0
SC,July,2017,2017-07-16 00:00:00,81.30645,71.19355,3.923,0.0
SC,July,2018,2018-07-16 00:00:00,79.95484,74.935486,4.513,0.0
SC,July,2019,2019-07-16 00:00:00,82.216125,66.354836,2.409,0.0
SC,July,2020,2020-07-16 00:00:00,83.08388,66.870964,2.601,0.0
SC,June,2017,2017-06-15 12:00:00,77.596664,68.933334,3.803,0.0
SC,June,2018,2018-06-15 12:00:00,80.35334,70.933334,2.845,0.0
SC,June,2019,2019-06-15 12:00:00,77.97,69.0,4.091,0.0
SC,June,2020,2020-06-15 12:00:00,76.77333,70.23333,2.423,0.0
SC,March,2017,2017-03-16 00:00:00,56.380646,56.322582,1.816,0.634
SC,March,2018,2018-03-16 00:00:00,53.519356,56.096775,1.8899999,0.0
SC,March,2019,2019-03-16 00:00:00,55.06129,62.258064,1.9009999,0.0
SC,March,2020,2020-03-16 00:00:00,60.20968,75.741936,4.407,0.0
SC,May,2017,2017-05-16 00:00:00,71.8,66.935486,4.065,0.0
SC,May,2018,2018-05-16 00:00:00,74.55807,69.22581,6.836,0.0
SC,May,2019,2019-05-16 00:00:00,77.687096,59.096775,1.882,0.0
SC,May,2020,2020-05-16 00:00:00,69.04516,66.67742,4.355,0.0
SC,November,2017,2017-11-15 12:00:00,55.62,65.73333,1.183,0.0
SC,November,2018,2018-11-15 12:00:00,51.95,78.066666,5.649,0.0
SC,November,2019,2019-11-15 12:00:00,50.79667,70.03333,2.593,0.0
SC,November,2020,2020-11-15 12:00:00,59.06,72.76667,3.501,0.0
SC,October,2017,2017-10-16 00:00:00,66.55807,68.6129,1.8800001,0.0
SC,October,2018,2018-10-16 00:00:00,66.65161,72.77419,3.633,0.0
SC,October,2019,2019-10-16 00:00:00,69.480644,71.870964,4.8780003,0.0
SC,October,2020,2020-10-16 00:00:00,67.406456,75.935486,1.933,0.0
SC,September,2017,2017-09-15 12:00:00,74.53333,69.166664,8.946,0.0
SC,September,2018,2018-09-15 12:00:00,79.21,75.566666,4.9040003,0.0
SC,September,2019,2019-09-15 12:00:00,79.91333,63.466667,1.283,0.0
SC,September,2020,2020-09-15 12:00:00,73.07667,74.1,6.379,0.0
SD,April,2017,2017-04-15 12:00:00,49.036667,62.766666,1.8820001,1.571
SD,April,2018,2018-04-15 12:00:00,37.293335,65.0,0.21000001,12.126
SD,April,2019,2019-04-15 12:00:00,44.353333,71.7,1.8709999,12.788
SD,April,2020,2020-04-15 12:00:00,44.963333,52.2,0.286,1.6539999
SD,August,2017,2017-08-16 00:00:00,69.616135,69.58064,4.169,0.0
SD,August,2018,2018-08-16 00:00:00,74.480644,59.29032,1.2839999,0.0
SD,August,2019,2019-08-16 00:00:00,71.55807,68.354836,2.969,0.0
SD,August,2020,2020-08-16 00:00:00,77.7,52.387096,0.426,0.0
SD,December,2017,2017-12-16 00:00:00,25.409678,59.29032,0.114,5.651
SD,December,2018,2018-12-16 00:00:00,27.658066,67.80645,0.375,8.57
SD,December,2019,2019-12-16 00:00:00,22.477419,84.03226,0.008,7.854
SD,December,2020,2020-12-16 00:00:00,30.722582,62.80645,0.047,3.86
SD,February,2017,2017-02-14 12:00:00,31.335714,64.28571,0.091,1.489
SD,February,2018,2018-02-14 12:00:00,14.435715,70.5,0.004,7.386
SD,February,2019,2019-02-14 12:00:00,8.185714,76.67857,0.016,7.992
SD,February,2020,2020-02-15 00:00:00,28.286207,55.86207,0.004,2.95
SD,January,2017,2017-01-16 00:00:00,16.964518,77.67742,0.087000005,6.257
SD,January,2018,2018-01-16 00:00:00,20.7,68.58064,0.028,3.6660001
SD,January,2019,2019-01-16 00:00:00,19.016129,76.70968,0.02,3.748
SD,January,2020,2020-01-16 00:00:00,20.838709,82.258064,0.154,3.198
SD,July,2017,2017-07-16 00:00:00,80.02903,53.0,1.801,0.0
SD,July,2018,2018-07-16 00:00:00,76.14193,62.677418,1.385,0.0
SD,July,2019,2019-07-16 00:00:00,75.96774,67.354836,6.134,0.0
SD,July,2020,2020-07-16 00:00:00,78.19032,58.48387,0.99999994,0.0
SD,June,2017,2017-06-15 12:00:00,72.520004,47.1,1.974,0.0
SD,June,2018,2018-06-15 12:00:00,72.26,66.6,3.189,0.0
SD,June,2019,2019-06-15 12:00:00,69.76667,61.466667,2.237,0.0
SD,June,2020,2020-06-15 12:00:00,75.003334,55.0,3.283,0.0
SD,March,2017,2017-03-16 00:00:00,37.699997,60.51613,0.344,2.5900002
SD,March,2018,2018-03-16 00:00:00,32.238712,73.451614,0.75600004,8.02
SD,March,2019,2019-03-16 00:00:00,25.603226,79.741936,0.26,11.602
SD,March,2020,2020-03-16 00:00:00,38.86129,64.70968,0.75699997,3.058
SD,May,2017,2017-05-16 00:00:00,60.41613,49.612904,0.894,0.0
SD,May,2018,2018-05-16 00:00:00,64.66129,63.419353,2.6920002,0.0
SD,May,2019,2019-05-16 00:00:00,53.06774,71.90323,5.58,0.055
SD,May,2020,2020-05-16 00:00:00,57.17097,62.548386,2.546,0.0
SD,November,2017,2017-11-15 12:00:00,37.263332,63.766666,0.138,2.26
SD,November,2018,2018-11-15 12:00:00,31.356667,66.9,0.536,1.131
SD,November,2019,2019-11-15 12:00:00,33.746666,68.1,0.237,11.63
SD,November,2020,2020-11-15 12:00:00,41.70333,52.633335,0.016,0.965
SD,October,2017,2017-10-16 00:00:00,50.835484,56.225807,0.827,0.056
SD,October,2018,2018-10-16 00:00:00,45.906452,67.3871,2.272,4.134
SD,October,2019,2019-10-16 00:00:00,42.612904,62.741936,1.131,6.476
SD,October,2020,2020-10-16 00:00:00,45.63871,57.35484,0.42200002,5.761
SD,September,2017,2017-09-15 12:00:00,65.91,62.333332,3.4060001,0.0
SD,September,2018,2018-09-15 12:00:00,66.03667,63.1,2.949,0.0
SD,September,2019,2019-09-15 12:00:00,67.14667,68.03333,3.685,0.0
SD,September,2020,2020-09-15 12:00:00,65.26667,49.566666,0.515,0.0
TN,April,2017,2017-04-15 12:00:00,63.64333,72.5,5.854,0.0
TN,April,2018,2018-04-15 12:00:00,53.696667,70.8,7.322,0.0
TN,April,2019,2019-04-15 12:00:00,60.636665,70.26667,5.587,0.0
TN,April,2020,2020-04-15 12:00:00,56.416668,67.5,5.561,0.0
TN,August,2017,2017-08-16 00:00:00,75.019356,79.870964,6.139,0.0
TN,August,2018,2018-08-16 00:00:00,77.119354,76.58064,4.591,0.0
TN,August,2019,2019-08-16 00:00:00,77.8871,76.29032,3.774,0.0
TN,August,2020,2020-08-16 00:00:00,76.44193,81.451614,9.218,0.0
TN,December,2017,2017-12-16 00:00:00,40.490322,69.29032,4.201,0.0
TN,December,2018,2018-12-16 00:00:00,44.225807,79.645164,8.419,0.138
TN,December,2019,2019-12-16 00:00:00,47.158066,76.064514,6.8859997,1.158
TN,December,2020,2020-12-16 00:00:00,41.358063,73.51613,3.843,0.16600001
TN,February,2017,2017-02-14 12:00:00,50.210716,70.60714,2.937,0.0
TN,February,2018,2018-02-14 12:00:00,50.489285,80.28571,11.602,0.083
TN,February,2019,2019-02-14 12:00:00,48.657143,77.46429,9.373,0.055
TN,February,2020,2020-02-15 00:00:00,44.38276,75.10345,10.135,2.7010002
TN,January,2017,2017-01-16 00:00:00,47.106453,74.6129,3.786,1.322
TN,January,2018,2018-01-16 00:00:00,34.97742,60.096775,2.229,1.6539999
TN,January,2019,2019-01-16 00:00:00,39.87742,72.70968,5.704,0.387
TN,January,2020,2020-01-16 00:00:00,44.996777,73.96774,6.319,0.055
TN,July,2017,2017-07-16 00:00:00,78.380646,78.6129,6.314,0.0
TN,July,2018,2018-07-16 00:00:00,78.064514,77.67742,4.889,0.0
TN,July,2019,2019-07-16 00:00:00,77.64193,79.6129,8.547,0.0
TN,July,2020,2020-07-16 00:00:00,79.574196,77.129036,4.467,0.0
TN,June,2017,2017-06-15 12:00:00,73.689995,75.666664,5.088,0.0
TN,June,2018,2018-06-15 12:00:00,76.35,80.03333,7.029,0.0
TN,June,2019,2019-06-15 12:00:00,74.003334,75.46667,8.732,0.0
TN,June,2020,2020-06-15 12:00:00,74.59334,73.8,4.701,0.0
TN,March,2017,2017-03-16 00:00:00,52.435482,66.22581,5.258,0.359
TN,March,2018,2018-03-16 00:00:00,49.116127,70.6129,6.033,0.606
TN,March,2019,2019-03-16 00:00:00,47.529034,65.29032,6.602,0.11
TN,March,2020,2020-03-16 00:00:00,56.264515,75.064514,8.11,0.0
TN,May,2017,2017-05-16 00:00:00,67.129036,76.03226,7.067,0.0
TN,May,2018,2018-05-16 00:00:00,71.64839,79.48387,5.213,0.0
TN,May,2019,2019-05-16 00:00:00,71.44193,72.0,3.993,0.0
TN,May,2020,2020-05-16 00:00:00,65.07097,73.0,3.382,0.0
TN,November,2017,2017-11-15 12:00:00,51.359997,75.4,2.092,0.0
TN,November,2018,2018-11-15 12:00:00,45.88,77.76667,6.126,0.0
TN,November,2019,2019-11-15 12:00:00,45.486668,71.433334,3.953,0.193
TN,November,2020,2020-11-15 12:00:00,53.316666,69.1,2.453,0.441
TN,October,2017,2017-10-16 00:00:00,61.716133,71.90323,4.862,0.0
TN,October,2018,2018-10-16 00:00:00,62.65484,73.645164,3.827,0.0
TN,October,2019,2019-10-16 00:00:00,63.364517,73.16129,7.336,0.0
TN,October,2020,2020-10-16 00:00:00,61.93871,75.90323,5.749,0.0
TN,September,2017,2017-09-15 12:00:00,69.31333,77.86667,4.394,0.0
TN,September,2018,2018-09-15 12:00:00,75.566666,78.86667,5.859,0.0
TN,September,2019,2019-09-15 12:00:00,79.08667,62.433334,0.244,0.0
TN,September,2020,2020-09-15 12:00:00,70.61333,76.066666,3.664,0.0
TX,April,2017,2017-04-15 12:00:00,66.996666,58.666668,3.218,0.0
TX,April,2018,2018-04-15 12:00:00,63.44,49.5,0.626,0.0
TX,April,2019,2019-04-15 12:00:00,66.17667,56.4,2.674,0.0
TX,April,2020,2020-04-15 12:00:00,64.22667,59.2,1.952,0.0
TX,August,2017,2017-08-16 00:00:00,80.15806,62.967743,2.335,0.0
TX,August,2018,2018-08-16 00:00:00,83.87742,52.548386,2.2319999,0.0
TX,August,2019,2019-08-16 00:00:00,88.145164,47.51613,0.642,0.0
TX,August,2020,2020-08-16 00:00:00,87.574196,39.870968,0.051000003,0.0
TX,December,2017,2017-12-16 00:00:00,46.50645,63.16129,0.44,0.138
TX,December,2018,2018-12-16 00:00:00,45.83871,65.83871,2.9680002,1.681
TX,December,2019,2019-12-16 00:00:00,49.25484,57.19355,1.369,0.0
TX,December,2020,2020-12-16 00:00:00,47.961292,52.83871,1.213,3.638
TX,February,2017,2017-02-14 12:00:00,56.00357,53.67857,1.6529999,0.0
TX,February,2018,2018-02-14 12:00:00,50.389286,62.07143,1.429,0.028
TX,February,2019,2019-02-14 12:00:00,50.32857,63.714287,0.982,0.028
TX,February,2020,2020-02-15 00:00:00,47.42414,61.206898,1.488,0.827
TX,January,2017,2017-01-16 00:00:00,47.390324,59.16129,2.524,0.0
TX,January,2018,2018-01-16 00:00:00,43.929035,46.870968,0.075,0.0
TX,January,2019,2019-01-16 00:00:00,44.841934,65.6129,0.63100004,0.387
TX,January,2020,2020-01-16 00:00:00,49.525806,62.580647,1.26,0.0
TX,July,2017,2017-07-16 00:00:00,84.409676,53.35484,0.983,0.0
TX,July,2018,2018-07-16 00:00:00,86.78065,44.83871,0.839,0.0
TX,July,2019,2019-07-16 00:00:00,83.63871,52.19355,0.528,0.0
TX,July,2020,2020-07-16 00:00:00,86.732254,49.35484,0.505,0.0
TX,June,2017,2017-06-15 12:00:00,81.683334,58.2,2.233,0.0
TX,June,2018,2018-06-15 12:00:00,85.54666,50.966667,0.142,0.0
TX,June,2019,2019-06-15 12:00:00,78.11667,66.6,3.066,0.0
TX,June,2020,2020-06-15 12:00:00,81.846664,50.933334,0.44700003,0.0
TX,March,2017,2017-03-16 00:00:00,64.035484,54.83871,0.97300005,0.0
TX,March,2018,2018-03-16 00:00:00,61.50645,50.322582,1.295,0.0
TX,March,2019,2019-03-16 00:00:00,54.04194,56.967743,2.2619998,0.0
TX,March,2020,2020-03-16 00:00:00,61.570965,69.19355,6.54,0.0
TX,May,2017,2017-05-16 00:00:00,72.63871,55.0,4.169,0.0
TX,May,2018,2018-05-16 00:00:00,78.42903,56.032257,3.753,0.0
TX,May,2019,2019-05-16 00:00:00,70.758064,72.32258,7.323,0.0
TX,May,2020,2020-05-16 00:00:00,76.07097,51.741936,1.819,0.0
TX,November,2017,2017-11-15 12:00:00,59.813335,62.466667,0.615,0.0
TX,November,2018,2018-11-15 12:00:00,50.08,66.36667,0.347,0.0
TX,November,2019,2019-11-15 12:00:00,53.2,61.2,0.942,0.0
TX,November,2020,2020-11-15 12:00:00,60.113335,55.533333,0.524,0.0
TX,October,2017,2017-10-16 00:00:00,66.94193,51.129032,0.704,0.0
TX,October,2018,2018-10-16 00:00:00,63.606453,76.80645,11.6380005,0.0
TX,October,2019,2019-10-16 00:00:00,65.19355,49.48387,0.799,0.0
TX,October,2020,2020-10-16 00:00:00,66.29032,52.322582,1.032,0.028
TX,September,2017,2017-09-15 12:00:00,77.479996,56.366665,2.507,0.0
TX,September,2018,2018-09-15 12:00:00,73.520004,77.1,5.73,0.0
TX,September,2019,2019-09-15 12:00:00,83.62333,50.933334,0.312,0.0
TX,September,2020,2020-09-15 12:00:00,72.89,64.7,5.2200003,0.0
UT,April,2017,2017-04-15 12:00:00,37.553333,49.5,0.485,1.076
UT,April,2018,2018-04-15 12:00:00,41.136665,37.033333,0.414,1.4610001
UT,April,2019,2019-04-15 12:00:00,38.183334,58.733334,0.92999995,4.961
UT,April,2020,2020-04-15 12:00:00,37.946667,49.666668,0.265,1.074
UT,August,2017,2017-08-16 00:00:00,65.351616,31.451612,0.486,0.0
UT,August,2018,2018-08-16 00:00:00,66.66774,29.774193,0.383,0.0
UT,August,2019,2019-08-16 00:00:00,67.616135,26.612904,0.044,0.0
UT,August,2020,2020-08-16 00:00:00,70.64839,18.225807,0.016,0.0
UT,December,2017,2017-12-16 00:00:00,27.267742,43.032257,0.004,3.7210002
UT,December,2018,2018-12-16 00:00:00,18.2,60.935482,0.016,4.769
UT,December,2019,2019-12-16 00:00:00,20.012903,63.35484,0.020000001,10.199
UT,December,2020,2020-12-16 00:00:00,20.329033,51.51613,0.004,6.4760003
UT,February,2017,2017-02-14 12:00:00,26.532145,64.5,0.505,7.965
UT,February,2018,2018-02-14 12:00:00,22.946428,53.75,0.020000001,5.238
UT,February,2019,2019-02-14 12:00:00,15.7,62.07143,0.016,13.531
UT,February,2020,2020-02-15 00:00:00,20.034483,54.62069,0.02,10.666
UT,January,2017,2017-01-16 00:00:00,18.590322,61.612904,0.024,18.879
UT,January,2018,2018-01-16 00:00:00,23.07742,59.096775,0.039,5.677
UT,January,2019,2019-01-16 00:00:00,18.93871,64.6129,0.0,8.295
UT,January,2020,2020-01-16 00:00:00,19.412903,65.77419,0.0,5.428
UT,July,2017,2017-07-16 00:00:00,68.283875,35.548386,1.531,0.0
UT,July,2018,2018-07-16 00:00:00,70.74838,28.67742,0.163,0.0
UT,July,2019,2019-07-16 00:00:00,68.00968,27.741936,0.434,0.0
UT,July,2020,2020-07-16 00:00:00,68.84839,23.838709,0.37100002,0.0
UT,June,2017,2017-06-15 12:00:00,64.096664,23.066668,0.308,0.0
UT,June,2018,2018-06-15 12:00:00,64.68667,18.966667,0.067,0.0
UT,June,2019,2019-06-15 12:00:00,56.85,36.066666,0.32,0.193
UT,June,2020,2020-06-15 12:00:00,59.443336,29.8,1.182,0.276
UT,March,2017,2017-03-16 00:00:00,33.8129,55.48387,0.559,4.492
UT,March,2018,2018-03-16 00:00:00,30.274193,49.967743,0.15,2.371
UT,March,2019,2019-03-16 00:00:00,26.522581,64.96774,0.02,16.536
UT,March,2020,2020-03-16 00:00:00,28.706453,62.225807,0.024,7.993
UT,May,2017,2017-05-16 00:00:00,49.051613,36.935482,0.611,0.93700004
UT,May,2018,2018-05-16 00:00:00,51.880646,34.612904,0.48,3.5
UT,May,2019,2019-05-16 00:00:00,41.180645,58.064518,1.06,10.776
UT,May,2020,2020-05-16 00:00:00,52.383873,31.129032,0.08400001,0.0
UT,November,2017,2017-11-15 12:00:00,36.606667,44.266666,0.204,0.799
UT,November,2018,2018-11-15 12:00:00,28.216667,46.366665,0.055,6.89
UT,November,2019,2019-11-15 12:00:00,30.84,52.866665,0.406,14.799
UT,November,2020,2020-11-15 12:00:00,30.66,46.966667,0.122,3.969
UT,October,2017,2017-10-16 00:00:00,41.258064,41.096775,0.02,1.433
UT,October,2018,2018-10-16 00:00:00,38.758064,64.6129,1.618,4.024
